Q0045	MT-CO1
YGR052W	LMTK3
YGR054W	EIF3B
YGR056W	BAHD1
YGR056W	BAZ1A
YGR056W	BAZ1B
YGR056W	BRD3
YGR056W	BRD9
YGR060W	MSMO1
YGR061C	GART
YGR061C	PFAS
YGR063C	SUPT4H1
YGR065C	HIAT1
YGR065C	HIATL1
YGR065C	HIATL2
YGR065C	MFSD1
YGR065C	MFSD12
YGR065C	MFSD2A
YGR065C	MFSD3
YGR065C	MFSD4
YGR065C	MFSD5
YGR065C	MFSD6
YGR065C	MFSD7
YGR065C	MFSD9
YGR065C	SLC16A11
YGR065C	SLC16A12
YGR065C	SLC16A14
YGR065C	SLC16A2
YGR065C	SLC18B1
YGR065C	SLC22A15
YGR065C	SLC22A17
YGR065C	SLC22A23
YGR065C	SLC22A24
YGR065C	SLC22A25
YGR065C	SLC22A9
YGR065C	SLC2A11
YGR065C	SLC2A12
YGR065C	SLC2A13
YGR065C	SLC2A7
YGR065C	SLC37A1
YGR065C	SLC37A2
YGR065C	SLC37A3
YGR065C	SLC43A3
YGR065C	SLC45A1
YGR065C	SLC45A3
YGR065C	SLC45A4
YGR065C	SLC46A2
YGR065C	SLC46A3
YGR065C	SPNS1
YGR065C	SPNS2
YGR065C	SPNS3
YGR065C	SV2B
YGR065C	SV2C
YGR067C	GLI4
YGR067C	ZSCAN22
YGR070W	ARHGEF17
YGR072W	UPF3A
YGR072W	UPF3B
YGR074W	LSM1
YGR074W	LSM2
YGR074W	LSM3
YGR074W	LSM4
YGR074W	LSM5
YGR074W	LSM6
YGR074W	LSM7
YGR074W	NAA38
YGR074W	SNRPB
YGR074W	SNRPD1
YGR074W	SNRPD2
YGR074W	SNRPD3
YGR074W	SNRPE
YGR074W	SNRPF
YGR074W	SNRPG
YGR075C	PRPF38A
YGR075C	PRPF38B
YGR078C	VBP1
YGR080W	DSTN
YGR080W	TWF1
YGR082W	TOMM20
YGR082W	TOMM20L
YGR091W	PRPF31
YGR092W	AKT3
YGR092W	ARAF
YGR092W	CDC42BPG
YGR092W	CDK17
YGR092W	CDK18
YGR092W	CDKL1
YGR092W	CLK1
YGR092W	CLK3
YGR092W	CLK4
YGR092W	CSNK1G1
YGR092W	DYRK1A
YGR092W	DYRK3
YGR092W	DYRK4
YGR092W	FRK
YGR092W	MAP3K12
YGR092W	MAP3K8
YGR092W	MAPK4
YGR092W	MAPK6
YGR092W	MAST1
YGR092W	MKNK1
YGR092W	MLK4
YGR092W	MOK
YGR092W	NEK3
YGR092W	NEK4
YGR092W	PBK
YGR092W	PEAK1
YGR092W	PIM3
YGR092W	PKN3
YGR092W	PSKH1
YGR092W	PTK6
YGR092W	SCYL3
YGR092W	SIK3
YGR092W	SNRK
YGR092W	STK10
YGR092W	STK16
YGR092W	STK33
YGR092W	STK38L
YGR092W	TNNI3K
YGR092W	TP53RK
YGR092W	TSSK2
YGR092W	TYK2
YGR092W	VRK1
YGR092W	WNK2
YGR093W	CWF19L1
YGR094W	CARS2
YGR094W	IARS
YGR094W	IARS2
YGR094W	LARS
YGR094W	LARS2
YGR094W	MARS2
YGR094W	VARS
YGR094W	VARS2
YGR095C	EXOSC7
YGR096W	MTCH2
YGR096W	SLC25A19
YGR096W	SLC25A22
YGR096W	SLC25A23
YGR096W	SLC25A24
YGR096W	SLC25A25
YGR096W	SLC25A26
YGR096W	SLC25A31
YGR096W	SLC25A33
YGR096W	SLC25A34
YGR096W	SLC25A35
YGR096W	SLC25A40
YGR096W	SLC25A41
YGR096W	SLC25A43
YGR096W	SLC25A44
YGR096W	SLC25A45
YGR096W	SLC25A47
YGR096W	SLC25A48
YGR096W	SLC25A51
YGR096W	SLC25A52
YGR096W	SLC25A53
YGR103W	PES1
YGR108W	CCNA1
YGR108W	CCNA2
YGR108W	CCNB3
YGR108W	CCNE2
YGR108W	CCNY
YGR109C	CCNA1
YGR109C	CCNE1
YGR109C	CCNE2
YGR109C	CCNL1
YGR109C	CCNL2
YGR110W	ABHD1
YGR110W	ABHD11
YGR110W	ABHD2
YGR110W	ABHD3
YGR110W	EPHX3
YGR110W	SERHL2
YGR116W	SUPT6H
YGR118W	MRPS12
YGR121C	RHBG
YGR123C	PPEF1
YGR123C	PPP6C
YGR124W	ASNSD1
YGR129W	SYF2
YGR136W	BZRAP1
YGR136W	EPS8L1
YGR136W	SORBS2
YGR138C	HIAT1
YGR138C	HIATL1
YGR138C	HIATL2
YGR138C	MFSD1
YGR138C	MFSD12
YGR138C	MFSD2A
YGR138C	MFSD3
YGR138C	MFSD4
YGR138C	MFSD5
YGR138C	MFSD6
YGR138C	MFSD7
YGR138C	MFSD9
YGR138C	SLC16A11
YGR138C	SLC16A12
YGR138C	SLC16A14
YGR138C	SLC16A2
YGR138C	SLC18A1
YGR138C	SLC18B1
YGR138C	SLC22A15
YGR138C	SLC22A17
YGR138C	SLC22A23
YGR138C	SLC22A24
YGR138C	SLC22A25
YGR138C	SLC22A9
YGR138C	SLC2A11
YGR138C	SLC2A12
YGR138C	SLC2A13
YGR138C	SLC2A7
YGR138C	SLC37A1
YGR138C	SLC37A2
YGR138C	SLC37A3
YGR138C	SLC43A2
YGR138C	SLC43A3
YGR138C	SLC45A1
YGR138C	SLC45A3
YGR138C	SLC45A4
YGR138C	SLC46A2
YGR138C	SLC46A3
YGR138C	SPNS1
YGR138C	SPNS2
YGR138C	SPNS3
YGR138C	SV2B
YGR138C	SV2C
YGR157W	PEMT
YGR158C	EXOSC7
YGR159C	NOL8
YGR167W	CLTB
YGR169C	RPUSD1
YGR169C	RPUSD2
YGR169C	RPUSD3
YGR169C	RPUSD4
YGR170W	PISD
YGR170W	PLA2G4D
YGR170W	PLA2G4E
YGR171C	CARS
YGR171C	CARS2
YGR171C	IARS
YGR171C	IARS2
YGR171C	LARS
YGR171C	LARS2
YGR171C	MARS
YGR171C	MARS2
YGR171C	VARS
YGR171C	VARS2
YGR172C	YIPF5
YGR180C	RRM2
YGR183C	UQCR10
YGR184C	FBXO11
YGR185C	WARS2
YGR185C	YARS
YGR185C	YARS2
YGR188C	ARAF
YGR188C	CDK17
YGR188C	CLK1
YGR188C	CLK3
YGR188C	CLK4
YGR188C	DYRK4
YGR188C	MAP3K12
YGR188C	NEK11
YGR188C	NEK3
YGR188C	NEK4
YGR188C	PBK
YGR188C	PSKH1
YGR188C	PTK6
YGR188C	SIK3
YGR188C	STK10
YGR188C	TNNI3K
YGR188C	VRK1
YGR191W	SLC7A1
YGR191W	SLC7A3
YGR192C	GAPDHS
YGR193C	PDHX
YGR194C	XYLB
YGR195W	EXOSC7
YGR199W	POMT2
YGR199W	SDF2
YGR200C	DCAF13
YGR200C	DCAF6
YGR200C	ELP2
YGR200C	FBXW2
YGR200C	TBL1Y
YGR200C	TLE6
YGR200C	TULP4
YGR200C	WDR4
YGR200C	WDR77
YGR202C	PCYT1A
YGR202C	PCYT1B
YGR202C	PCYT2
YGR203W	TSTD2
YGR204W	MTHFD1L
YGR214W	MRPS2
YGR214W	RPSAP58
YGR215W	MRPS33
YGR216C	PIGQ
YGR217W	SCN3A
YGR217W	TRPM2
YGR217W	TRPM3
YGR217W	TRPV6
YGR218W	IPO11
YGR218W	IPO13
YGR218W	IPO4
YGR218W	IPO9
YGR218W	RANBP17
YGR218W	TNPO2
YGR218W	XPO5
YGR218W	XPO6
YGR218W	XPO7
YGR218W	XPOT
YGR220C	MRPL3
YGR224W	MFSD12
YGR224W	MFSD2A
YGR224W	MFSD5
YGR224W	SLC22A18
YGR224W	SLC45A4
YGR224W	SLC46A2
YGR227W	ALG10
YGR227W	ALG10B
YGR240C	PFKP
YGR241C	CLINT1
YGR241C	HIP1R
YGR244C	SUCLA2
YGR244C	SUCLG1
YGR244C	SUCLG2
YGR245C	SDAD1
YGR246C	BRF1
YGR246C	BRF2
YGR250C	ENOX1
YGR250C	ZRSR1
YGR252W	BAZ1A
YGR252W	BAZ2A
YGR252W	NAA10
YGR254W	ENO2
YGR255C	COQ6
YGR256W	GLYR1
YGR256W	PGD
YGR257C	MTCH2
YGR257C	SLC25A14
YGR257C	SLC25A19
YGR257C	SLC25A22
YGR257C	SLC25A23
YGR257C	SLC25A24
YGR257C	SLC25A25
YGR257C	SLC25A26
YGR257C	SLC25A28
YGR257C	SLC25A3
YGR257C	SLC25A30
YGR257C	SLC25A31
YGR257C	SLC25A33
YGR257C	SLC25A34
YGR257C	SLC25A35
YGR257C	SLC25A36
YGR257C	SLC25A37
YGR257C	SLC25A39
YGR257C	SLC25A40
YGR257C	SLC25A41
YGR257C	SLC25A43
YGR257C	SLC25A44
YGR257C	SLC25A45
YGR257C	SLC25A46
YGR257C	SLC25A47
YGR257C	SLC25A48
YGR257C	SLC25A51
YGR257C	SLC25A52
YGR257C	SLC25A53
YGR258C	ASTE1
YGR258C	GEN1
YGR260W	FLVCR2
YGR260W	HIAT1
YGR260W	HIATL1
YGR260W	HIATL2
YGR260W	MFSD1
YGR260W	MFSD12
YGR260W	MFSD2A
YGR260W	MFSD3
YGR260W	MFSD4
YGR260W	MFSD5
YGR260W	MFSD6
YGR260W	MFSD7
YGR260W	MFSD9
YGR260W	SLC16A11
YGR260W	SLC16A12
YGR260W	SLC16A14
YGR260W	SLC16A2
YGR260W	SLC18B1
YGR260W	SLC22A15
YGR260W	SLC22A17
YGR260W	SLC22A23
YGR260W	SLC22A24
YGR260W	SLC22A25
YGR260W	SLC22A9
YGR260W	SLC2A11
YGR260W	SLC2A12
YGR260W	SLC2A13
YGR260W	SLC2A7
YGR260W	SLC37A1
YGR260W	SLC37A2
YGR260W	SLC37A3
YGR260W	SLC43A3
YGR260W	SLC45A1
YGR260W	SLC45A3
YGR260W	SLC45A4
YGR260W	SLC46A2
YGR260W	SLC46A3
YGR260W	SPNS1
YGR260W	SPNS2
YGR260W	SPNS3
YGR260W	SV2B
YGR260W	SV2C
YGR261C	AP1G2
YGR261C	AP3B2
YGR261C	AP4B1
YGR261C	AP4E1
YGR261C	COPB1
YGR261C	COPG1
YGR261C	COPG2
YGR264C	CARS
YGR264C	CARS2
YGR264C	IARS
YGR264C	IARS2
YGR264C	LARS
YGR264C	LARS2
YGR264C	MARS
YGR264C	MARS2
YGR264C	VARS
YGR264C	VARS2
YGR274C	TAF1
YGR274C	TAF1L
YGR276C	ERI1
YGR276C	PAN2
YGR276C	REXO2
YGR277C	COASY
YGR278W	CWC22
YGR281W	ABCA3
YGR281W	ABCA8
YGR281W	ABCB1
YGR281W	ABCB10
YGR281W	ABCB4
YGR281W	ABCB8
YGR281W	ABCC1
YGR281W	ABCC2
YGR281W	ABCC6
YGR281W	ABCG2
YGR285C	DNAJA4
YGR285C	DNAJC1
YGR285C	DNAJC21
YGR285C	DNAJC4
YGR285C	DNAJC7
YGR285C	HSCB
YGR289C	SLC2A11
YGR289C	SLC2A12
YGR289C	SLC2A7
YGR289C	SLC37A3
YHL001W	MRPL24
YHL001W	RPS4Y2
YHL002W	GGA1
YHL002W	GGA2
YHL002W	GGA3
YHL002W	TOM1
YHL002W	TOM1L2
YHL003C	CERS1
YHL003C	CERS2
YHL003C	CERS4
YHL003C	CERS5
YHL003C	CERS6
YHL004W	MRPS2
YHL004W	RPSAP58
YHL009C	ATF7
YHL009C	BACH1
YHL009C	BACH2
YHL009C	CEBPD
YHL009C	NFE2L3
YHL009C	TEF
YHL013C	OTUD4
YHL015W	MRPL48
YHL015W	MRPS10
YHL019C	AP3M2
YHL019C	AP4M1
YHL019C	AP5M1
YHL019C	STON1
YHL019C	STON2
YHL023C	NPRL3
YHL031C	GOSR1
YHL032C	GK2
YHL033C	SECISBP2
YHL035C	ABCA10
YHL035C	ABCA13
YHL035C	ABCA3
YHL035C	ABCA6
YHL035C	ABCA7
YHL035C	ABCA8
YHL035C	ABCA9
YHL035C	ABCB1
YHL035C	ABCB10
YHL035C	ABCB7
YHL035C	ABCB8
YHL035C	ABCB9
YHL035C	ABCC1
YHL035C	ABCC10
YHL035C	ABCC11
YHL035C	ABCC2
YHL035C	ABCC3
YHL035C	ABCC6
YHL035C	ABCD4
YHL035C	ABCF2
YHL035C	ABCG4
YHL050C	TDRD12
YHR001W	OSBPL1A
YHR001W	OSBPL5
YHR002W	MTCH2
YHR002W	SLC25A33
YHR002W	SLC25A34
YHR002W	SLC25A35
YHR002W	SLC25A45
YHR002W	SLC25A47
YHR002W	SLC25A48
YHR002W	SLC25A51
YHR002W	SLC25A52
YHR002W	SLC25A53
YHR006W	BCL6B
YHR006W	FIZ1
YHR006W	HIVEP2
YHR006W	HIVEP3
YHR006W	IKZF2
YHR006W	INSM2
YHR006W	KLF12
YHR006W	KLF14
YHR006W	KLF8
YHR006W	MAZ
YHR006W	PRDM10
YHR006W	PRDM15
YHR006W	RBAK
YHR006W	SCRT1
YHR006W	SP4
YHR006W	SP5
YHR006W	SP7
YHR006W	ZBTB12
YHR006W	ZBTB24
YHR006W	ZBTB34
YHR006W	ZBTB37
YHR006W	ZBTB38
YHR006W	ZBTB41
YHR006W	ZBTB44
YHR006W	ZBTB45
YHR006W	ZBTB46
YHR006W	ZBTB47
YHR006W	ZBTB49
YHR006W	ZBTB6
YHR006W	ZBTB8B
YHR006W	ZFP1
YHR006W	ZFP14
YHR006W	ZFP2
YHR006W	ZFP28
YHR006W	ZFP30
YHR006W	ZFP37
YHR006W	ZFP62
YHR006W	ZFP64
YHR006W	ZFP69
YHR006W	ZFP82
YHR006W	ZFP90
YHR006W	ZFP92
YHR006W	ZFX
YHR006W	ZFY
YHR006W	ZIK1
YHR006W	ZIM2
YHR006W	ZIM3
YHR006W	ZNF10
YHR006W	ZNF100
YHR006W	ZNF101
YHR006W	ZNF112
YHR006W	ZNF114
YHR006W	ZNF117
YHR006W	ZNF12
YHR006W	ZNF121
YHR006W	ZNF124
YHR006W	ZNF133
YHR006W	ZNF134
YHR006W	ZNF138
YHR006W	ZNF14
YHR006W	ZNF140
YHR006W	ZNF143
YHR006W	ZNF146
YHR006W	ZNF154
YHR006W	ZNF155
YHR006W	ZNF16
YHR006W	ZNF169
YHR006W	ZNF17
YHR006W	ZNF177
YHR006W	ZNF180
YHR006W	ZNF181
YHR006W	ZNF182
YHR006W	ZNF184
YHR006W	ZNF19
YHR006W	ZNF195
YHR006W	ZNF2
YHR006W	ZNF205
YHR006W	ZNF208
YHR006W	ZNF211
YHR006W	ZNF212
YHR006W	ZNF214
YHR006W	ZNF217
YHR006W	ZNF221
YHR006W	ZNF222
YHR006W	ZNF224
YHR006W	ZNF225
YHR006W	ZNF226
YHR006W	ZNF227
YHR006W	ZNF229
YHR006W	ZNF23
YHR006W	ZNF230
YHR006W	ZNF233
YHR006W	ZNF234
YHR006W	ZNF235
YHR006W	ZNF236
YHR006W	ZNF239
YHR006W	ZNF248
YHR006W	ZNF25
YHR006W	ZNF250
YHR006W	ZNF251
YHR006W	ZNF253
YHR006W	ZNF254
YHR006W	ZNF257
YHR006W	ZNF26
YHR006W	ZNF264
YHR006W	ZNF266
YHR006W	ZNF268
YHR006W	ZNF273
YHR006W	ZNF275
YHR006W	ZNF276
YHR006W	ZNF28
YHR006W	ZNF282
YHR006W	ZNF283
YHR006W	ZNF284
YHR006W	ZNF285
YHR006W	ZNF286A
YHR006W	ZNF286B
YHR006W	ZNF30
YHR006W	ZNF300
YHR006W	ZNF302
YHR006W	ZNF304
YHR006W	ZNF311
YHR006W	ZNF317
YHR006W	ZNF319
YHR006W	ZNF32
YHR006W	ZNF320
YHR006W	ZNF322
YHR006W	ZNF324
YHR006W	ZNF324B
YHR006W	ZNF329
YHR006W	ZNF331
YHR006W	ZNF333
YHR006W	ZNF334
YHR006W	ZNF337
YHR006W	ZNF33A
YHR006W	ZNF33B
YHR006W	ZNF34
YHR006W	ZNF341
YHR006W	ZNF343
YHR006W	ZNF347
YHR006W	ZNF350
YHR006W	ZNF354B
YHR006W	ZNF354C
YHR006W	ZNF362
YHR006W	ZNF37A
YHR006W	ZNF382
YHR006W	ZNF383
YHR006W	ZNF391
YHR006W	ZNF398
YHR006W	ZNF404
YHR006W	ZNF407
YHR006W	ZNF41
YHR006W	ZNF410
YHR006W	ZNF415
YHR006W	ZNF416
YHR006W	ZNF417
YHR006W	ZNF418
YHR006W	ZNF419
YHR006W	ZNF420
YHR006W	ZNF425
YHR006W	ZNF426
YHR006W	ZNF429
YHR006W	ZNF43
YHR006W	ZNF430
YHR006W	ZNF431
YHR006W	ZNF432
YHR006W	ZNF433
YHR006W	ZNF436
YHR006W	ZNF439
YHR006W	ZNF44
YHR006W	ZNF440
YHR006W	ZNF441
YHR006W	ZNF442
YHR006W	ZNF454
YHR006W	ZNF460
YHR006W	ZNF461
YHR006W	ZNF467
YHR006W	ZNF468
YHR006W	ZNF470
YHR006W	ZNF471
YHR006W	ZNF479
YHR006W	ZNF48
YHR006W	ZNF480
YHR006W	ZNF484
YHR006W	ZNF485
YHR006W	ZNF486
YHR006W	ZNF490
YHR006W	ZNF491
YHR006W	ZNF492
YHR006W	ZNF493
YHR006W	ZNF496
YHR006W	ZNF497
YHR006W	ZNF501
YHR006W	ZNF502
YHR006W	ZNF506
YHR006W	ZNF510
YHR006W	ZNF514
YHR006W	ZNF516
YHR006W	ZNF517
YHR006W	ZNF519
YHR006W	ZNF524
YHR006W	ZNF525
YHR006W	ZNF526
YHR006W	ZNF527
YHR006W	ZNF528
YHR006W	ZNF529
YHR006W	ZNF530
YHR006W	ZNF534
YHR006W	ZNF543
YHR006W	ZNF544
YHR006W	ZNF546
YHR006W	ZNF547
YHR006W	ZNF548
YHR006W	ZNF549
YHR006W	ZNF550
YHR006W	ZNF551
YHR006W	ZNF552
YHR006W	ZNF554
YHR006W	ZNF555
YHR006W	ZNF556
YHR006W	ZNF557
YHR006W	ZNF559
YHR006W	ZNF560
YHR006W	ZNF561
YHR006W	ZNF562
YHR006W	ZNF563
YHR006W	ZNF564
YHR006W	ZNF565
YHR006W	ZNF566
YHR006W	ZNF567
YHR006W	ZNF568
YHR006W	ZNF569
YHR006W	ZNF57
YHR006W	ZNF570
YHR006W	ZNF572
YHR006W	ZNF573
YHR006W	ZNF574
YHR006W	ZNF575
YHR006W	ZNF576
YHR006W	ZNF577
YHR006W	ZNF578
YHR006W	ZNF579
YHR006W	ZNF580
YHR006W	ZNF581
YHR006W	ZNF582
YHR006W	ZNF583
YHR006W	ZNF584
YHR006W	ZNF585A
YHR006W	ZNF585B
YHR006W	ZNF586
YHR006W	ZNF587
YHR006W	ZNF587B
YHR006W	ZNF589
YHR006W	ZNF594
YHR006W	ZNF595
YHR006W	ZNF596
YHR006W	ZNF597
YHR006W	ZNF599
YHR006W	ZNF600
YHR006W	ZNF605
YHR006W	ZNF606
YHR006W	ZNF607
YHR006W	ZNF610
YHR006W	ZNF611
YHR006W	ZNF613
YHR006W	ZNF614
YHR006W	ZNF615
YHR006W	ZNF616
YHR006W	ZNF619
YHR006W	ZNF620
YHR006W	ZNF621
YHR006W	ZNF623
YHR006W	ZNF624
YHR006W	ZNF625
YHR006W	ZNF626
YHR006W	ZNF627
YHR006W	ZNF629
YHR006W	ZNF630
YHR006W	ZNF641
YHR006W	ZNF646
YHR006W	ZNF648
YHR006W	ZNF649
YHR006W	ZNF652
YHR006W	ZNF653
YHR006W	ZNF655
YHR006W	ZNF658
YHR006W	ZNF660
YHR006W	ZNF662
YHR006W	ZNF665
YHR006W	ZNF667
YHR006W	ZNF668
YHR006W	ZNF669
YHR006W	ZNF670
YHR006W	ZNF671
YHR006W	ZNF672
YHR006W	ZNF674
YHR006W	ZNF676
YHR006W	ZNF677
YHR006W	ZNF678
YHR006W	ZNF679
YHR006W	ZNF680
YHR006W	ZNF681
YHR006W	ZNF682
YHR006W	ZNF683
YHR006W	ZNF684
YHR006W	ZNF689
YHR006W	ZNF69
YHR006W	ZNF692
YHR006W	ZNF695
YHR006W	ZNF696
YHR006W	ZNF699
YHR006W	ZNF70
YHR006W	ZNF700
YHR006W	ZNF701
YHR006W	ZNF705A
YHR006W	ZNF705B
YHR006W	ZNF705D
YHR006W	ZNF707
YHR006W	ZNF708
YHR006W	ZNF709
YHR006W	ZNF71
YHR006W	ZNF710
YHR006W	ZNF711
YHR006W	ZNF713
YHR006W	ZNF714
YHR006W	ZNF716
YHR006W	ZNF717
YHR006W	ZNF720
YHR006W	ZNF721
YHR006W	ZNF724P
YHR006W	ZNF726
YHR006W	ZNF727
YHR006W	ZNF728
YHR006W	ZNF729
YHR006W	ZNF730
YHR006W	ZNF732
YHR006W	ZNF736
YHR006W	ZNF737
YHR006W	ZNF740
YHR006W	ZNF746
YHR006W	ZNF747
YHR006W	ZNF749
YHR006W	ZNF76
YHR006W	ZNF763
YHR006W	ZNF764
YHR006W	ZNF765
YHR006W	ZNF766
YHR006W	ZNF768
YHR006W	ZNF770
YHR006W	ZNF771
YHR006W	ZNF772
YHR006W	ZNF773
YHR006W	ZNF774
YHR006W	ZNF775
YHR006W	ZNF776
YHR006W	ZNF778
YHR006W	ZNF780A
YHR006W	ZNF780B
YHR006W	ZNF781
YHR006W	ZNF782
YHR006W	ZNF783
YHR006W	ZNF784
YHR006W	ZNF785
YHR006W	ZNF786
YHR006W	ZNF787
YHR006W	ZNF788
YHR006W	ZNF789
YHR006W	ZNF790
YHR006W	ZNF791
YHR006W	ZNF792
YHR006W	ZNF793
YHR006W	ZNF799
YHR006W	ZNF80
YHR006W	ZNF805
YHR006W	ZNF808
YHR006W	ZNF81
YHR006W	ZNF812
YHR006W	ZNF813
YHR006W	ZNF814
YHR006W	ZNF816
YHR006W	ZNF823
YHR006W	ZNF827
YHR006W	ZNF829
YHR006W	ZNF83
YHR006W	ZNF835
YHR006W	ZNF836
YHR006W	ZNF837
YHR006W	ZNF84
YHR006W	ZNF841
YHR006W	ZNF844
YHR006W	ZNF845
YHR006W	ZNF846
YHR006W	ZNF85
YHR006W	ZNF850
YHR006W	ZNF852
YHR006W	ZNF860
YHR006W	ZNF865
YHR006W	ZNF878
YHR006W	ZNF879
YHR006W	ZNF880
YHR006W	ZNF891
YHR006W	ZNF90
YHR006W	ZNF91
YHR006W	ZNF92
YHR006W	ZNF93
YHR006W	ZNF98
YHR006W	ZNF99
YHR006W	ZSCAN21
YHR006W	ZXDA
YHR007C	CYP51A1
YHR009C	FOXRED1
YHR009C	SARDH
YHR013C	NAA10
YHR013C	NAA50
YHR016C	FNBP1
YHR016C	PACSIN2
YHR017W	DHRS7B
YHR019C	DARS
YHR019C	DARS2
YHR019C	FARSA
YHR019C	NARS
YHR019C	NARS2
YHR020W	EPRS
YHR020W	FARSA
YHR020W	GARS
YHR020W	HARS
YHR020W	HARS2
YHR020W	PARS2
YHR020W	SARS
YHR020W	SARS2
YHR020W	TARS
YHR020W	TARS2
YHR020W	TARSL2
YHR022C	RAB39A
YHR028C	APEH
YHR028C	DPP10
YHR028C	DPP9
YHR028C	PREP
YHR028C	PREPL
YHR029C	PBLD
YHR030C	AKT3
YHR030C	CDC42BPB
YHR030C	CDK18
YHR030C	CSNK1A1
YHR030C	CSNK1G3
YHR030C	ICK
YHR030C	JAK1
YHR030C	LTK
YHR030C	MAP3K12
YHR030C	MAPK6
YHR030C	MARK2
YHR030C	MOK
YHR030C	OXSR1
YHR030C	PKN3
YHR030C	TNK1
YHR037W	ALDH18A1
YHR037W	ALDH4A1
YHR038W	MRRF
YHR040W	INO80B
YHR041C	MED20
YHR042W	CYB5R1
YHR042W	CYB5R2
YHR047C	AQPEP
YHR047C	C9orf3
YHR047C	NPEPPS
YHR047C	RNPEP
YHR047C	RNPEPL1
YHR048W	MFSD10
YHR048W	MFSD12
YHR048W	MFSD2A
YHR048W	MFSD5
YHR048W	SLC22A18
YHR048W	SLC22A5
YHR048W	SLC45A4
YHR048W	SLC46A2
YHR062C	RPP30
YHR072W	LSS
YHR072W-A	NOP10
YHR075C	APEH
YHR075C	DPP7
YHR077C	CTIF
YHR077C	MIF4GD
YHR077C	PAIP1
YHR079C	CLK3
YHR079C	EIF2AK4
YHR079C	MAP3K12
YHR079C-A	SWI5
YHR080C	WBP2
YHR082C	AATK
YHR082C	ARAF
YHR082C	CDC42BPG
YHR082C	CDK17
YHR082C	CDK18
YHR082C	CDKL3
YHR082C	CLK1
YHR082C	CLK3
YHR082C	CLK4
YHR082C	CSNK1G1
YHR082C	DYRK1B
YHR082C	DYRK3
YHR082C	DYRK4
YHR082C	MAP3K12
YHR082C	MLK4
YHR082C	MOK
YHR082C	PBK
YHR082C	PEAK1
YHR082C	PKN3
YHR082C	PRKD3
YHR082C	PRPF4B
YHR082C	PSKH1
YHR082C	PTK6
YHR082C	SCYL3
YHR082C	SIK3
YHR082C	SLK
YHR082C	SNRK
YHR082C	STK10
YHR082C	STK16
YHR082C	STK33
YHR082C	TNNI3K
YHR082C	TP53RK
YHR082C	TSSK2
YHR082C	VRK1
YHR082C	VRK2
YHR082C	WNK2
YHR086W	CELF2
YHR086W	CELF3
YHR086W	CELF4
YHR086W	CELF5
YHR086W	CELF6
YHR086W	CPSF6
YHR086W	CPSF7
YHR086W	CSTF2
YHR086W	CSTF2T
YHR086W	ELAVL4
YHR086W	ESRP1
YHR086W	FUS
YHR086W	HNRNPA0
YHR086W	HNRNPA1L2
YHR086W	HNRNPA2B1
YHR086W	HNRNPA3
YHR086W	HNRNPC
YHR086W	HNRNPD
YHR086W	HNRNPF
YHR086W	HNRNPH1
YHR086W	HNRNPH2
YHR086W	HNRNPH3
YHR086W	HNRNPL
YHR086W	HNRNPM
YHR086W	HNRNPR
YHR086W	LARP7
YHR086W	NCBP2L
YHR086W	PABPC3
YHR086W	PTBP1
YHR086W	PTBP2
YHR086W	RALY
YHR086W	RBFOX3
YHR086W	RBM15B
YHR086W	RBM22
YHR086W	RBM23
YHR086W	RBM25
YHR086W	RBM26
YHR086W	RBM28
YHR086W	RBM39
YHR086W	RBM5
YHR086W	RBMS1
YHR086W	RBMS2
YHR086W	RBMX
YHR086W	RBMXL1
YHR086W	RBMY1A1
YHR086W	RBMY1D
YHR086W	RBMY1E
YHR086W	RBMY1F
YHR086W	RNPC3
YHR086W	RNPS1
YHR086W	SART3
YHR086W	SCAF8
YHR086W	SF3B14
YHR086W	SF3B4
YHR086W	SFPQ
YHR086W	SNRNP35
YHR086W	SNRNP70
YHR086W	SNRPA
YHR086W	SNRPB2
YHR086W	SREK1
YHR086W	SRSF1
YHR086W	SRSF10
YHR086W	SRSF11
YHR086W	SRSF12
YHR086W	SRSF2
YHR086W	SRSF3
YHR086W	SRSF4
YHR086W	SRSF5
YHR086W	SRSF6
YHR086W	SRSF7
YHR086W	SRSF9
YHR086W	SSB
YHR086W	SYNCRIP
YHR086W	TARDBP
YHR086W	TRA2A
YHR086W	TRA2B
YHR086W	TUT1
YHR086W	U2AF1
YHR086W	U2AF1L4
YHR086W	U2AF2
YHR086W	U2SURP
YHR086W	ZCRB1
YHR086W	ZRSR2
YHR088W	BRIX1
YHR089C	NAF1
YHR090C	BAZ1A
YHR090C	BAZ1B
YHR090C	BAZ2A
YHR090C	CHD4
YHR090C	CHD5
YHR090C	PHF1
YHR090C	PHF19
YHR091C	DALRD3
YHR091C	RARS
YHR091C	RARS2
YHR092C	SLC2A10
YHR092C	SLC2A11
YHR092C	SLC2A12
YHR092C	SLC2A5
YHR092C	SLC2A6
YHR092C	SLC2A7
YHR092C	SLC37A3
YHR094C	SLC2A10
YHR094C	SLC2A11
YHR094C	SLC2A12
YHR094C	SLC2A5
YHR094C	SLC2A6
YHR094C	SLC2A7
YHR094C	SLC37A3
YHR096C	SLC2A10
YHR096C	SLC2A11
YHR096C	SLC2A12
YHR096C	SLC2A5
YHR096C	SLC2A6
YHR096C	SLC2A7
YHR096C	SLC37A3
YHR098C	SEC23B
YHR099W	TRRAP
YHR102W	CSNK1A1L
